packageA,packageB,CODE-DEPENDENCY,CO-DEPENDENCY,CATEGORY
org.odpi.openmetadata.commonservices.multitenant,org.odpi.openmetadata.viewservices.timekeeper.server,HIGH,LOW,CAN BE INCONSISTENT
org.odpi.openmetadata.frameworks.openmetadata.ffdc,org.odpi.openmetadata.platformservices.client,HIGH,LOW,CAN BE INCONSISTENT
org.odpi.openmetadata.commonservices.ffdc.rest,org.odpi.openmetadata.viewservices.assetmaker.server.spring,HIGH,LOW,CAN BE INCONSISTENT
org.odpi.openmetadata.commonservices.multitenant,org.odpi.openmetadata.viewservices.schemamaker.server,HIGH,LOW,CAN BE INCONSISTENT
org.odpi.openmetadata.viewservices.actormanager.server,org.odpi.openmetadata.viewservices.actormanager.server.spring,HIGH,LOW,CAN BE INCONSISTENT
org.odpi.openmetadata.frameworkservices.omf.server,org.odpi.openmetadata.frameworkservices.omf.server.spring,HIGH,LOW,CAN BE INCONSISTENT
org.odpi.openmetadata.tokencontroller,org.odpi.openmetadata.viewservices.metadataexpert.server,HIGH,LOW,CAN BE INCONSISTENT
org.odpi.openmetadata.adapters.connectors.integration.jdbc.transfer,org.odpi.openmetadata.frameworks.auditlog,HIGH,LOW,CAN BE INCONSISTENT
org.odpi.openmetadata.commonservices.multitenant,org.odpi.openmetadata.metadatasecurity.server,HIGH,LOW,CAN BE INCONSISTENT
org.odpi.openmetadata.adminservices.classifier,org.odpi.openmetadata.adminservices.configuration.registration,HIGH,LOW,CAN BE INCONSISTENT
org.odpi.openmetadata.frameworks.auditlog,org.odpi.openmetadata.viewservices.metadataexpert.server,HIGH,LOW,CAN BE INCONSISTENT
org.odpi.openmetadata.adapters.connectors.resource.jdbc.properties,org.odpi.openmetadata.adapters.repositoryservices.postgres.repositoryconnector.schema,HIGH,LOW,CAN BE INCONSISTENT
org.odpi.openmetadata.engineservices.governanceaction.handlers,org.odpi.openmetadata.governanceservers.enginehostservices.admin,HIGH,LOW,CAN BE INCONSISTENT
org.odpi.openmetadata.frameworkservices.gaf.server,org.odpi.openmetadata.repositoryservices.connectors.stores.metadatacollectionstore.properties.instances,HIGH,LOW,CAN BE INCONSISTENT
org.odpi.openmetadata.adapters.repositoryservices,org.odpi.openmetadata.adminservices.server,HIGH,LOW,CAN BE INCONSISTENT
org.odpi.openmetadata.frameworks.auditlog,org.odpi.openmetadata.serveroperations.server,HIGH,LOW,CAN BE INCONSISTENT
org.odpi.openmetadata.commonservices.ffdc.rest,org.odpi.openmetadata.viewservices.communitymatters.server,HIGH,LOW,CAN BE INCONSISTENT
org.odpi.openmetadata.accessservices.governanceserver.fvt.duplicates,org.odpi.openmetadata.frameworks.openmetadata.properties,HIGH,LOW,CAN BE INCONSISTENT
org.odpi.openmetadata.tokencontroller,org.odpi.openmetadata.viewservices.connectionmaker.server,HIGH,LOW,CAN BE INCONSISTENT
org.odpi.openmetadata.frameworks.auditlog,org.odpi.openmetadata.governanceservers.integrationdaemonservices.ffdc,HIGH,LOW,CAN BE INCONSISTENT
org.odpi.openmetadata.frameworks.openmetadata.converters,org.odpi.openmetadata.frameworks.openmetadata.properties.contextevents,HIGH,LOW,CAN BE INCONSISTENT
org.odpi.openmetadata.frameworks.openmetadata.ffdc,org.odpi.openmetadata.frameworkservices.omf.handlers,HIGH,LOW,CAN BE INCONSISTENT
org.odpi.openmetadata.tokencontroller,org.odpi.openmetadata.viewservices.feedbackmanager.server,HIGH,LOW,CAN BE INCONSISTENT
org.odpi.openmetadata.tokencontroller,org.odpi.openmetadata.viewservices.collectionmanager.server,HIGH,LOW,CAN BE INCONSISTENT
org.odpi.openmetadata.frameworks.auditlog,org.odpi.openmetadata.viewservices.collectionmanager.server,HIGH,LOW,CAN BE INCONSISTENT
org.odpi.openmetadata.frameworks.auditlog,org.odpi.openmetadata.viewservices.connectionmaker.server,HIGH,LOW,CAN BE INCONSISTENT
org.odpi.openmetadata.commonservices.ffdc,org.odpi.openmetadata.viewservices.templatemanager.server,HIGH,LOW,CAN BE INCONSISTENT
org.odpi.openmetadata.frameworks.auditlog,org.odpi.openmetadata.viewservices.feedbackmanager.server,HIGH,LOW,CAN BE INCONSISTENT
org.odpi.openmetadata.adapters.connectors.externalharvesters.harvestopenmetadata,org.odpi.openmetadata.frameworks.openmetadata.connectorcontext,HIGH,LOW,CAN BE INCONSISTENT
org.odpi.openmetadata.frameworkservices.omf.server,org.odpi.openmetadata.repositoryservices.connectors.stores.metadatacollectionstore.properties.instances,HIGH,LOW,CAN BE INCONSISTENT
org.odpi.openmetadata.adapters.connectors.externalharvesters.harvestsurveys,org.odpi.openmetadata.adapters.connectors.resource.jdbc.properties,HIGH,LOW,CAN BE INCONSISTENT
org.odpi.openmetadata.frameworks.openmetadata.properties.surveyreports,org.odpi.openmetadata.samples.governanceactions.clinicaltrials,HIGH,LOW,CAN BE INCONSISTENT
org.odpi.openmetadata.adapters.connectors.egeriainfrastructure.platform.catalog,org.odpi.openmetadata.frameworks.integration.connectors,HIGH,LOW,CAN BE INCONSISTENT
org.odpi.openmetadata.adapters.connectors.integration.openlineage,org.odpi.openmetadata.frameworks.integration.connectors,HIGH,LOW,CAN BE INCONSISTENT
org.odpi.openmetadata.commonservices.ffdc.rest,org.odpi.openmetadata.viewservices.actionauthor.server,HIGH,LOW,CAN BE INCONSISTENT
org.odpi.openmetadata.frameworks.openmetadata.refdata,org.odpi.openmetadata.samples.governanceactions.clinicaltrials,HIGH,LOW,CAN BE INCONSISTENT
org.odpi.openmetadata.adapters.repositoryservices.postgres.repositoryconnector.mappers,org.odpi.openmetadata.repositoryservices.ffdc.exception,HIGH,LOW,CAN BE INCONSISTENT
org.odpi.openmetadata.adapters.connectors.apacheatlas.integration.ffdc,org.odpi.openmetadata.adapters.connectors.apacheatlas.integration.modules,HIGH,LOW,CAN BE INCONSISTENT
org.odpi.openmetadata.frameworks.openmetadata.types,org.odpi.openmetadata.samples.archiveutilities.businesssystems,HIGH,LOW,CAN BE INCONSISTENT
org.odpi.openmetadata.adapters.connectors.governanceactions.stewardship,org.odpi.openmetadata.frameworks.openmetadata.properties,HIGH,LOW,CAN BE INCONSISTENT
org.odpi.openmetadata.commonservices.repositoryhandler,org.odpi.openmetadata.repositoryservices.connectors.stores.metadatacollectionstore,HIGH,LOW,CAN BE INCONSISTENT
org.odpi.openmetadata.adapters.connectors.apacheatlas.integration.modules,org.odpi.openmetadata.frameworks.openmetadata.search,HIGH,LOW,CAN BE INCONSISTENT
org.odpi.openmetadata.frameworks.openmetadata.client,org.odpi.openmetadata.frameworkservices.omf.client,HIGH,LOW,CAN BE INCONSISTENT
org.odpi.openmetadata.frameworks.openmetadata.ffdc,org.odpi.openmetadata.governanceservers.integrationdaemonservices.server,HIGH,LOW,CAN BE INCONSISTENT
org.odpi.openmetadata.commonservices.generichandlers,org.odpi.openmetadata.frameworks.openmetadata.properties,HIGH,LOW,CAN BE INCONSISTENT
org.odpi.openmetadata.frameworks.openmetadata.handlers,org.odpi.openmetadata.frameworks.openmetadata.mermaid,HIGH,LOW,CAN BE INCONSISTENT
org.odpi.openmetadata.adapters.connectors.postgres.survey,org.odpi.openmetadata.frameworks.openmetadata.properties.surveyreports,HIGH,LOW,CAN BE INCONSISTENT
org.odpi.openmetadata.commonservices.ffdc.rest,org.odpi.openmetadata.governanceservers.integrationdaemonservices.client,HIGH,LOW,CAN BE INCONSISTENT
org.odpi.openmetadata.adapters.connectors.surveyaction.extractors,org.odpi.openmetadata.frameworks.openmetadata.fileclassifier,HIGH,LOW,CAN BE INCONSISTENT
org.odpi.openmetadata.adapters.connectors,org.odpi.openmetadata.frameworks.openmetadata.definitions,HIGH,LOW,CAN BE INCONSISTENT
org.odpi.openmetadata.frameworks.openmetadata.ffdc,org.odpi.openmetadata.frameworks.openmetadata.filelistener,HIGH,LOW,CAN BE INCONSISTENT
org.odpi.openmetadata.commonservices.ffdc,org.odpi.openmetadata.viewservices.securityofficer.server,HIGH,LOW,CAN BE INCONSISTENT
org.odpi.openmetadata.adapters.connectors.unitycatalog.resource,org.odpi.openmetadata.adapters.connectors.unitycatalog.resource.rest,HIGH,LOW,CAN BE INCONSISTENT
org.odpi.openmetadata.frameworks.connectors,org.odpi.openmetadata.metadatasecurity.accessconnector,HIGH,LOW,CAN BE INCONSISTENT
org.odpi.openmetadata.commonservices.multitenant,org.odpi.openmetadata.viewservices.datadiscovery.server,HIGH,LOW,CAN BE INCONSISTENT
org.odpi.openmetadata.repositoryservices.admin,org.odpi.openmetadata.serveroperations.server,HIGH,LOW,CAN BE INCONSISTENT
org.odpi.openmetadata.engineservices.repositorygovernance.handlers,org.odpi.openmetadata.governanceservers.enginehostservices.admin,HIGH,LOW,CAN BE INCONSISTENT
org.odpi.openmetadata.adapters.connectors.governanceactions.remediation,org.odpi.openmetadata.frameworks.connectors.properties.beans,HIGH,LOW,CAN BE INCONSISTENT
org.odpi.openmetadata.engineservices.repositorygovernance.handlers,org.odpi.openmetadata.repositoryservices.clients,HIGH,LOW,CAN BE INCONSISTENT
org.odpi.openmetadata.adapters.connectors.apacheatlas.survey,org.odpi.openmetadata.frameworks.openmetadata.properties.surveyreports,HIGH,LOW,CAN BE INCONSISTENT
org.odpi.openmetadata.frameworks.connectors.properties.beans,org.odpi.openmetadata.platformchassis.springboot,HIGH,LOW,CAN BE INCONSISTENT
org.odpi.openmetadata.repositoryservices.connectors.stores.metadatacollectionstore.properties.typedefs,org.odpi.openmetadata.samples.archiveutilities.types,HIGH,LOW,CAN BE INCONSISTENT
org.odpi.openmetadata.adapters.connectors.postgres.controls,org.odpi.openmetadata.contentpacks.core,HIGH,LOW,CAN BE INCONSISTENT
org.odpi.openmetadata.adapters.connectors.apacheatlas.survey,org.odpi.openmetadata.frameworks.openmetadata.metadataelements,HIGH,LOW,CAN BE INCONSISTENT
org.odpi.openmetadata.frameworks.connectors.ffdc,org.odpi.openmetadata.frameworks.integration.connectors,HIGH,LOW,CAN BE INCONSISTENT
org.odpi.openmetadata.frameworks.connectors,org.odpi.openmetadata.frameworks.openmetadata.ffdc,HIGH,LOW,CAN BE INCONSISTENT
org.odpi.openmetadata.frameworks.opengovernance.properties,org.odpi.openmetadata.samples.governanceactions.clinicaltrials,HIGH,LOW,CAN BE INCONSISTENT
org.odpi.openmetadata.adapters.connectors.externalharvesters.harvestopenmetadata,org.odpi.openmetadata.frameworks.openmetadata.search,HIGH,LOW,CAN BE INCONSISTENT
org.odpi.openmetadata.adapters.connectors.subscriptions,org.odpi.openmetadata.frameworks.openmetadata.specificationproperties,HIGH,LOW,CAN BE INCONSISTENT
org.odpi.openmetadata.adapters.connectors.jacquard.tabulardatasets.openmetadatatypes,org.odpi.openmetadata.frameworks.openmetadata.properties,HIGH,LOW,CAN BE INCONSISTENT
org.odpi.openmetadata.commonservices.ffdc.rest,org.odpi.openmetadata.viewservices.datadesigner.server.spring,HIGH,LOW,CAN BE INCONSISTENT
org.odpi.openmetadata.adapters.connectors.unitycatalog.controls,org.odpi.openmetadata.adapters.connectors.unitycatalog.sync,HIGH,LOW,CAN BE INCONSISTENT
org.odpi.openmetadata.frameworks.openmetadata.properties,org.odpi.openmetadata.frameworkservices.omf.rest,HIGH,LOW,CAN BE INCONSISTENT
org.odpi.openmetadata.frameworks.openmetadata.converters,org.odpi.openmetadata.frameworks.openmetadata.properties.assets.processes,HIGH,LOW,CAN BE INCONSISTENT
org.odpi.openmetadata.adminservices.configuration.properties,org.odpi.openmetadata.frameworks.connectors.properties.beans,HIGH,LOW,CAN BE INCONSISTENT
org.odpi.openmetadata.frameworks.auditlog,org.odpi.openmetadata.governanceservers.enginehostservices.ffdc,HIGH,LOW,CAN BE INCONSISTENT
org.odpi.openmetadata.frameworks.openmetadata.controls,org.odpi.openmetadata.frameworks.openmetadata.specificationproperties,HIGH,LOW,CAN BE INCONSISTENT
org.odpi.openmetadata.adapters.connectors.subscriptions,org.odpi.openmetadata.frameworks.openmetadata.properties,HIGH,LOW,CAN BE INCONSISTENT
org.odpi.openmetadata.repositoryservices.connectors.stores.metadatacollectionstore.properties,org.odpi.openmetadata.repositoryservices.connectors.stores.metadatacollectionstore.utilities,HIGH,LOW,CAN BE INCONSISTENT
org.odpi.openmetadata.commonservices.ffdc,org.odpi.openmetadata.viewservices.communitymatters.server,HIGH,LOW,CAN BE INCONSISTENT
org.odpi.openmetadata.frameworks.connectors.client,org.odpi.openmetadata.viewservices.runtimemanager.server,HIGH,LOW,CAN BE INCONSISTENT
org.odpi.openmetadata.engineservices.surveyaction.handlers,org.odpi.openmetadata.frameworks.opensurvey,HIGH,LOW,CAN BE INCONSISTENT
org.odpi.openmetadata.metadatasecurity.accessconnector,org.odpi.openmetadata.metadatasecurity.properties,HIGH,LOW,CAN BE INCONSISTENT
org.odpi.openmetadata.frameworks.openmetadata.ffdc,org.odpi.openmetadata.repositoryservices.rest.server,HIGH,LOW,CAN BE INCONSISTENT
org.odpi.openmetadata.frameworks.openmetadata.builders,org.odpi.openmetadata.frameworks.openmetadata.enums,HIGH,LOW,CAN BE INCONSISTENT
org.odpi.openmetadata.frameworks.openmetadata.refdata,org.odpi.openmetadata.samples.archiveutilities.governanceprogram,HIGH,LOW,CAN BE INCONSISTENT
org.odpi.openmetadata.frameworks.openmetadata.handlers,org.odpi.openmetadata.viewservices.locationarena.server,HIGH,LOW,CAN BE INCONSISTENT
org.odpi.openmetadata.frameworkservices.gaf.rest,org.odpi.openmetadata.viewservices.automatedcuration.server,HIGH,LOW,CAN BE INCONSISTENT
org.odpi.openmetadata.adapters.connectors.egeriainfrastructure.extractor,org.odpi.openmetadata.adminservices.configuration.properties,HIGH,LOW,CAN BE INCONSISTENT
org.odpi.openmetadata.adapters.connectors.integration.jdbc.transfer.requests,org.odpi.openmetadata.frameworks.openmetadata.metadataelements,HIGH,LOW,CAN BE INCONSISTENT
org.odpi.openmetadata.commonservices.ffdc.rest,org.odpi.openmetadata.viewservices.templatemanager.server,HIGH,LOW,CAN BE INCONSISTENT
org.odpi.openmetadata.adapters.connectors.integration.openlineage,org.odpi.openmetadata.frameworks.openmetadata.metadataelements,HIGH,LOW,CAN BE INCONSISTENT
org.odpi.openmetadata.frameworks.openmetadata.properties,org.odpi.openmetadata.viewservices.validmetadata.server,HIGH,LOW,CAN BE INCONSISTENT
org.odpi.openmetadata.adapters.connectors.dynamicarchivers,org.odpi.openmetadata.repositoryservices.connectors.stores.archivestore,HIGH,LOW,CAN BE INCONSISTENT
org.odpi.openmetadata.adapters.connectors.apacheatlas.integration.ffdc,org.odpi.openmetadata.frameworks.auditlog,HIGH,LOW,CAN BE INCONSISTENT
org.odpi.openmetadata.adapters.connectors.integration.basicfiles,org.odpi.openmetadata.frameworks.integration.connectors,HIGH,LOW,CAN BE INCONSISTENT
org.odpi.openmetadata.adapters.connectors.governanceactions.remediation,org.odpi.openmetadata.frameworks.openmetadata.properties,HIGH,LOW,CAN BE INCONSISTENT
org.odpi.openmetadata.repositoryservices.archivemanager,org.odpi.openmetadata.repositoryservices.connectors.stores.metadatacollectionstore.properties.instances,HIGH,LOW,CAN BE INCONSISTENT
org.odpi.openmetadata.frameworkservices.omf.handlers,org.odpi.openmetadata.repositoryservices.connectors.stores.metadatacollectionstore.properties.typedefs,HIGH,LOW,CAN BE INCONSISTENT
org.odpi.openmetadata.adapters.connectors.resource.jdbc.properties,org.odpi.openmetadata.adapters.repositoryservices.auditlogstore.postgres.schema,HIGH,LOW,CAN BE INCONSISTENT
org.odpi.openmetadata.frameworks.openmetadata.client,org.odpi.openmetadata.frameworks.openmetadata.properties,HIGH,LOW,CAN BE INCONSISTENT
org.odpi.openmetadata.adapters.connectors.apacheatlas.integration.modules,org.odpi.openmetadata.frameworks.integration.context,HIGH,LOW,CAN BE INCONSISTENT
org.odpi.openmetadata.commonservices.ffdc.rest,org.odpi.openmetadata.viewservices.solutionarchitect.server.spring,HIGH,LOW,CAN BE INCONSISTENT
org.odpi.openmetadata.metadatasecurity,org.odpi.openmetadata.repositoryservices.connectors.stores.metadatacollectionstore.properties.instances,HIGH,LOW,CAN BE INCONSISTENT
org.odpi.openmetadata.viewservices.assetmaker.server,org.odpi.openmetadata.viewservices.assetmaker.server.spring,HIGH,LOW,CAN BE INCONSISTENT
org.odpi.openmetadata.frameworks.openmetadata.handlers,org.odpi.openmetadata.viewservices.schemamaker.server,HIGH,LOW,CAN BE INCONSISTENT
org.odpi.openmetadata.adapters.repositoryservices.postgres.repositoryconnector.database,org.odpi.openmetadata.repositoryservices.connectors.stores.metadatacollectionstore.properties.instances,HIGH,LOW,CAN BE INCONSISTENT
org.odpi.openmetadata.adapters.connectors.surveyaction.surveyfolder,org.odpi.openmetadata.frameworks.openmetadata.properties.surveyreports,HIGH,LOW,CAN BE INCONSISTENT
org.odpi.openmetadata.adapters.connectors.surveyaction.surveycsv,org.odpi.openmetadata.frameworks.openmetadata.search,HIGH,LOW,CAN BE INCONSISTENT
org.odpi.openmetadata.engineservices.repositorygovernance.connector,org.odpi.openmetadata.engineservices.repositorygovernance.handlers,HIGH,LOW,CAN BE INCONSISTENT
org.odpi.openmetadata.adminservices.registration,org.odpi.openmetadata.serveroperations.server,HIGH,LOW,CAN BE INCONSISTENT
org.odpi.openmetadata.frameworks.openmetadata.ffdc,org.odpi.openmetadata.frameworkservices.gaf.client,HIGH,LOW,CAN BE INCONSISTENT
org.odpi.openmetadata.adapters.connectors.governanceactions.remediation,org.odpi.openmetadata.frameworks.openmetadata.refdata,HIGH,LOW,CAN BE INCONSISTENT
org.odpi.openmetadata.frameworkservices.gaf.handlers,org.odpi.openmetadata.repositoryservices.connectors.stores.metadatacollectionstore.properties.instances,HIGH,LOW,CAN BE INCONSISTENT
org.odpi.openmetadata.repositoryservices.archiveutilities,org.odpi.openmetadata.samples.archiveutilities.types,HIGH,LOW,CAN BE INCONSISTENT
org.odpi.openmetadata.adapters.connectors.integration.basicfiles,org.odpi.openmetadata.frameworks.openmetadata.properties.assets.filesandfolders,HIGH,LOW,CAN BE INCONSISTENT
org.odpi.openmetadata.adapters.connectors.externalharvesters.harvestsurveys,org.odpi.openmetadata.frameworks.auditlog,HIGH,LOW,CAN BE INCONSISTENT
org.odpi.openmetadata.adapters.connectors.restclients.spring,org.odpi.openmetadata.frameworks.auditlog.messagesets,HIGH,LOW,CAN BE INCONSISTENT
org.odpi.openmetadata.platformservices.server,org.odpi.openmetadata.tokencontroller,HIGH,LOW,CAN BE INCONSISTENT
org.odpi.openmetadata.tokencontroller,org.odpi.openmetadata.viewservices.validmetadata.server,HIGH,LOW,CAN BE INCONSISTENT
org.odpi.openmetadata.adapters.connectors.surveyaction.surveyfolder,org.odpi.openmetadata.frameworks.opensurvey.measurements,HIGH,LOW,CAN BE INCONSISTENT
org.odpi.openmetadata.adapters.connectors.jacquard.productcatalog,org.odpi.openmetadata.adapters.connectors.jacquard.tabulardatasets,HIGH,LOW,CAN BE INCONSISTENT
org.odpi.openmetadata.frameworks.auditlog,org.odpi.openmetadata.viewservices.validmetadata.server,HIGH,LOW,CAN BE INCONSISTENT
org.odpi.openmetadata.conformance.client,org.odpi.openmetadata.conformance.rest,HIGH,LOW,CAN BE INCONSISTENT
org.odpi.openmetadata.adapters.connectors.dynamicarchivers,org.odpi.openmetadata.frameworks.openmetadata.specificationproperties,HIGH,LOW,CAN BE INCONSISTENT
org.odpi.openmetadata.frameworks.openmetadata.converters,org.odpi.openmetadata.frameworks.openmetadata.ffdc,HIGH,LOW,CAN BE INCONSISTENT
org.odpi.openmetadata.repositoryservices.connectors.stores.metadatacollectionstore.repositoryconnector,org.odpi.openmetadata.repositoryservices.ffdc.exception,HIGH,LOW,CAN BE INCONSISTENT
